Unnamed: 0,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
1661,Padaço,padaso,pedaço,pɨ.ˈda.su,"piece, bit",noun,,Dialectal Portuguese,,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.",pedaço,,167.0
1662,padas,padas,pedaço,pɨ.ˈda.su,"piece, bit",noun,,Dialectal Portuguese,,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.",pedaço,,167.0
1663,padaz,padas,pedaço,pɨ.ˈda.su,"piece, bit",noun,,Dialectal Portuguese,,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.",pedaço,,167.0
1665,Padicé,padiseː,padecer,pɐ.dɨ.ˈseɾ,suffer,verb,,,,"Padicé, padecer (t. us.). Pa-dicemento, padecimento.",padecer,,167.0
1669,Palàver,palaːʋeɾ,palavra,pɐ.ˈla.vɾɐ,word,noun,,,Bautismo,"Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.",palavra,,167.0
1670,pàlver,paːlʋeɾ,palavra,pɐ.ˈla.vɾɐ,word,noun,,,Bautismo,"Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.",palavra,,167.0
1671,pàlvra,paːlʋɾa,palavra,pɐ.ˈla.vɾɐ,word,noun,,,Bautismo,"Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.",palavra,,167.0
1675,Pamperlão,pampeɾlaːo,altivo,aɫ.ˈti.vu,haughty,adjective,,,,"Pamperlão, altivo.",altivo,,168.0
1676,Pan,pan,pão,ˈpɐ̃w̃,bread,noun,,Old Portuguese,,"Pan (fórm. mod.), pão. — Port. arch. pam.",pão,,168.0
1677,Pancádè,pankaːdeː,pancada,pɐ̃.ˈka.dɐ,blow,noun,,,,"Pancádè, pancado, pancada.",pancada,,168.0
1678,pancado,pankado,pancada,pɐ̃.ˈka.dɐ,blow,noun,,,,"Pancádè, pancado, pancada.",pancada,,168.0
1679,Panhà,paɲaː,apanhar,ɐ.pɐ.ˈɲaɾ,catch,verb,"Capeverdean creole, Macao creole",Beira,,"Panhà, apanhar. Gomm. Dial. mac, cab. Dial. beirão: panhar.",apanhar,,168.0
1685,Papiá,papiaː,falar,fɐ.ˈlaɾ,talk,verb,"Capeverdean creole, Papiamentu",,,"Papiá, fallar. Papiação, falia. Papiador, fallador. Gomm. Dial. cabde Coração. — Do port. papear. Gfr. fallâ.",fallar,,168.0
1688,Par,paɾ,para,ˈpɐ.ɾɐ,"for, to",preposition,Diu creole,"Diu creole, Daman creole",,"Par, para. Dial. divnort. Mais us. per.",para,,168.0
1693,Parçaria,paɾsaɾia,parceria,pɐɾ.sɨ.ˈɾi.ɐ,partnership,noun,,,,"Parçaria, parceria.",parceria,,168.0
1695,Paridura,paɾiduɾa,parto,ˈpaɾ.tu,childbirth,noun,,,,,parto,,
1706,Parentesca,paɾenteska,parentesco,pɐ.ɾẽ.ˈteʃ.ku,kinship,adjective,,,,"Parentesca, parentesco.",parentesco,,168.0
1709,Parpora,paɾpoɾa,púrpura,ˈpuɾ.pu.ɾɐ,purple,noun,,,,"Parpora, purpura.",púrpura,,168.0
1710,Parque,paɾke,porque,ˈpuɾ.kɨ,because,conjunction,,,,"Parque, parqui (p. us.),porque.",porque,pouco usado,168.0
1711,parqui,paɾki,porque,ˈpuɾ.kɨ,because,conjunction,,,,"Parque, parqui (p. us.),porque.",porque,pouco usado,168.0
1713,Pàrtei,paːɾtei,parte,ˈpaɾ.tɨ,part,noun,,,,"Pàrtei (p. us.), parte.",parte,pouco usado,168.0
1715,Paçá,pasaː,passar,pɐ.ˈsaɾ,pass,verb,,,"O Bruffador, ii periódico","Pasá (f), passar. Passagè, passajo, pasajo, passai, passei {Br. 2), passagem, passo, caso; trato. Passa, passado, ex.: passa sabbado.",passar,,168.0
1722,Pascencia,pasensia,paciência,pɐ.ˈsjẽ.sjɐ,patience,noun,,,,Pascencia. V. pacencia.,paciência,,168.0
1731,Pastempo,pastempo,passatempo,pa.sɐ.ˈtẽ.pu,hobby,noun,,,,,passatempo,,
1737,Pateca,pateka,melancia,mɨ.lɐ̃.ˈsi.ɐ,watermelon,noun,,Old Portuguese,,"Pateca, melancia. Gomm. —",melancia,,169.0
1741,Pavi,paʋi,pavio,pɐ.ˈvi.u,candle wick,noun,,,,"Pavi, pavio. Pavità, espevitar.",pavio,,169.0
1742,Péci,peːsi,peixe,ˈpɐj.ʃɨ,fish,noun,Macao creole,,,"Péoi, pési, peixe. Péci: dial. mac.",peixe,,169.0
1743,pési,peːzi,peixe,ˈpɐj.ʃɨ,fish,noun,Macao creole,,,"Péoi, pési, peixe. Péci: dial. mac.",peixe,,169.0
1752,Pedrejà,pedɾed̠ʒaː,apedrejar,ɐ.pɨ.dɾɨ.ˈʒaɾ,stone,verb,,,,"Pedrejà, pedreyà, pedriá (mais us.), apedrejar. Cfr./estia, subia.",apedrejar,,169.0
1753,pedreyà,pedɾejaː,apedrejar,ɐ.pɨ.dɾɨ.ˈʒaɾ,stone,verb,,,,"Pedrejà, pedreyà, pedriá (mais us.), apedrejar. Cfr./estia, subia.",apedrejar,,169.0
1754,pedriá,pedɾiaː,apedrejar,ɐ.pɨ.dɾɨ.ˈʒaɾ,stone,verb,,,,"Pedrejà, pedreyà, pedriá (mais us.), apedrejar. Cfr./estia, subia.",apedrejar,,169.0
1757,Pei,pei,pé,ˈpɛ,foot,noun,,Portuguese-based creoles of Indian mainland,,"Pei, pé (t. us.). Dialectal no cont.",pé,,169.0
1759,Péli,peːli,pele,ˈpɛ.lɨ,skin,noun,,,,"Péli, pelle.",pele,,169.0
1760,Pelo,pelo,por,puɾ,by,preposition,,,,"Pelo (ant.), por.",por,,169.0
1761,Pelour,pelouɾ,pelouro,pɨ.ˈlow.ɾu,pellet,noun,,,,"Pelour, pelouro. Cfr. dar.",pelouro,,169.0
1762,Penerá,peneɾaː,peneirar,pɨ.nɐj.ˈɾaɾ,sift,verb,,,,"Penerá, peneirar.",peneirar,,169.0
1767,Pequinino,pekinino,pequeno,pɨ.ˈke.nu,small,adjective,"Cochin creole, Mangalor creole",,,"Pequinino, pequeno. Dial. cochmang. V. piquin.",pequeno,,169.0
1773,Perdá,peɾdaː,perder,pɨɾ.ˈdeɾ,lose,verb,,,"O Bruffador, i periódico","Perda. {Br. i), perder.",perder,,169.0
1775,Perdovà,peɾdoʋaː,perdoar,pɨɾ.ˈdwaɾ,pardon,verb,,,,"Perdovà, perdoar. Cfr. des-íriívê, ruviná.",perdoar,,169.0
1777,Perfeitado,peɾfeitado,perfeito,pɨɾ.ˈfɐj.tu,perfect,adjective,,,,,perfeito,,
1779,Perigreneção,peɾigɾenesaːo,peregrinação,pɨ.ɾɨ.ɡɾi.nɐ.ˈsɐ̃w̃,pilgrimage,noun,,,,"Perigreneção, peregrinação.",peregrinação,,169.0
1780,Perla,peɾla,pérola,ˈpɛ.ɾu.lɐ,pearl,noun,,Dialectal Portuguese,,"Perla, pérola. — Port. Dialetal Portuguese.",pérola,,169.0
1782,Permittá,peɾmitːaː,permitir,pɨɾ.mi.ˈtiɾ,allow,verb,,,,"Permittá, permittir.",permittir,,169.0
1783,Perseguaição,peɾseguaisaːo,perseguição,pɨɾ.sɨ.ɡi.ˈsɐ̃w̃,persecution,noun,,,Novo testamento,"Perseguaição (A^. T!), perseguição.",perseguição,,169.0
1784,Persuaidir,peɾsuaidiɾ,persuadir,pɨɾ.swɐ.ˈdiɾ,persuade,verb,,,Novo testamento,"Persuaidir {N. T"".), persuadir.",persuadir,,169.0
1785,Pertruvà,peɾtɾuʋaː,perturbar,pɨɾ.tuɾ.ˈbaɾ,disrupt,verb,,,,"Pertruvà, perturbar. Mais us. troublá.",perturbar,,169.0
1789,Pessõa,pesoːa,pessoa,pɨ.ˈso.ɐ,person,noun,Cochin creole,,,"Pessoa {N.T. de i852), pea-son, pessão, pessan, pessoa. Dial. coch. pesso.",pessoa,,169.0
1790,peason,peazon,pessoa,pɨ.ˈso.ɐ,person,noun,Cochin creole,,,"Pessoa {N.T. de i852), pea-son, pessão, pessan, pessoa. Dial. coch. pesso.",pessoa,,169.0
1791,pessão,pesaːo,pessoa,pɨ.ˈso.ɐ,person,noun,Cochin creole,,,"Pessoa {N.T. de i852), pea-son, pessão, pessan, pessoa. Dial. coch. pesso.",pessoa,,169.0
1792,pessan,pesan,pessoa,pɨ.ˈso.ɐ,person,noun,Cochin creole,,,"Pessoa {N.T. de i852), pea-son, pessão, pessan, pessoa. Dial. coch. pesso.",pessoa,,169.0
1793,Péstia,peːstia,peste,ˈpɛʃ.tɨ,plague,noun,,,,"Péstia, peste. Cfr. póssia.",peste,,169.0
1797,Péto,peːto,peito,ˈpɐj.tu,breast,noun,"Capeverdean creole, Macao creole",,,"Póto, peito. Dial. mac. cabalemtej. peto.",peito,,169.0
1799,Piadade,piadade,piedade,pjɛ.ˈda.dɨ,pity,noun,,Old Portuguese,"O Bruffador, i periódico","Piadade, piedade. Piadoso, pidoso {Br. I), piedoso.— Piadade, piadoso: port. arch.",piedade,,169.0
1800,Piadoso,piadozo,piedoso,pjɛ.ˈdo.zu,pious,adjective,,,,,piedoso,,
1801,pidoso,pidozo,piedoso,pjɛ.ˈdo.zu,pious,adjective,,,,,piedoso,,
1804,Pidé,pideː,pedir,pɨ.ˈdiɾ,ask,verb,Macao creole,,,"Pidé, pedir (t. us.). Dial. mac. pidi.",pedir,,170.0
1808,Pindurá,pinduɾaː,pendurar,pẽ.du.ˈɾaɾ,hang,verb,,Dialetal Portuguese Alentejo,,"Pindurá, pendurar. Pin-drado {Cath.)^ pendurado. Cfr. Dial. alemtej.f ix, 11.",pendurar,,170.0
1809,Pindrado,pindɾado,pendurado,pẽ.du.ˈɾa.du,suspended,adjective,,,catecismo,,pendurado,,
1810,Pinhor,piɲoɾ,penhor,pɨ.ˈɲoɾ,pledge,noun,Mangalor creole,,,"Pinhor, penhor. Dial. mang.",penhor,,170.0
1814,Pirigo,piɾigo,perigo,pɨ.ˈɾi.ɡu,danger,noun,,,,"Pirigo, perigo. Pirigá, perigar. Dial. mac. Piregoso {Br. 1), perigoso.",perigo,,170.0
1816,Piregoso,piɾegozo,perigoso,pɨ.ɾi.ˈɡo.zu,dangerous,adjective,,,,,Perigoso,,
1817,Piscôs,piskoːs,pescoço,pɨʃ.ˈko.su,neck,noun,Mangalor creole,Dialetal Portuguese Alentejo,,"Piscos, pescoço. Cfr. cançás. Dial. mangalemtej. piscoço.",pescoço,,170.0
1820,Plaga,plaga,praga,ˈpɾa.ɡɐ,plague,noun,,,,"Plaga, plágu, praga.",praga,,170.0
1821,plágu,plaːgu,praga,ˈpɾa.ɡɐ,plague,noun,,,,"Plaga, plágu, praga.",praga,,170.0
1823,Plan,plan,plano,ˈplɐ.nu,plain,noun,,,,"Plan, plano.",plano,,170.0
1824,Plánchè,plaːnt̠ʃeː,planta,ˈplɐ̃.tɐ,plant,noun,,,,"Plànchè (A^. T.), planta.",planta,,170.0
1825,Planétè,planeːteː,planeta,plɐ.ˈne.tɐ,planet,noun,,,,"Planétè, planeta.",planeta,,170.0
1829,Plenidão,plenidaːo,plenitude,plɨ.ni.ˈtu.dɨ,completeness,noun,,,,"Plenidão, plenitude. — Padre Almeida.",plenitude,,170.0
1832,Póco,poːko,pouco,ˈpow.ku,"few, little",adverb,,,,"Póco, pouco. Cfr. dódo, óíro.",pouco,,170.0
1833,Podéra,podeːɾa,poder,pu.ˈdeɾ,can,noun,,,Voz de Verdade,"Podéra {V. de F.), poder. (&gt;fr. lumára, lugára.",poder,,170.0
1834,Pódeser,poːdezeɾ,talvez,taɫ.ˈveʃ,maybe,adverb,Cochin creole,,,"Pódeser, pódiser, talvez. Dial. coch. Cfr. franc. peut-étre.",talvez,,170.0
1835,pódiser,poːdizeɾ,talvez,taɫ.ˈveʃ,maybe,adverb,Cochin creole,,,"Pódeser, pódiser, talvez. Dial. coch. Cfr. franc. peut-étre.",talvez,,170.0
1838,Po'e,poəe,poder,pu.ˈdeɾ,power,noun,,,"O Bruffador, ii periódico","Po'e (poet.), poi (Br. 2), poder.",poder,poético,170.0
1839,poi,poj,poder,pu.ˈdeɾ,power,noun,,,"O Bruffador, ii periódico","Po'e (poet.), poi (Br. 2), poder.",poder,poético,170.0
1847,Porcadade,poɾkadade,porcaria,puɾ.kɐ.ˈɾi.ɐ,filth,noun,,,,"Porcadade, porcaria. Cfr. burdade.",porcaria,,170.0
1851,Possebé,posebeː,possuir,pu.ˈswiɾ,possess,verb,,,"O Bruffador, ii periódico","Possebé, possibé, pos-suibé {Br. 2)possuir. &gt; *pos-suvê (como destruvê) &gt; *pos-subê &gt;■ possebê (por assimil.) &gt; possibê (por dissim.).",possuir,,170.0
1852,possibé,posibeː,possuir,pu.ˈswiɾ,possess,verb,,,"O Bruffador, ii periódico","Possebé, possibé, pos-suibé {Br. 2)possuir. &gt; *pos-suvê (como destruvê) &gt; *pos-subê &gt;■ possebê (por assimil.) &gt; possibê (por dissim.).",possuir,,170.0
1853,pos-suibé,pos suibeː,possuir,pu.ˈswiɾ,possess,verb,,,"O Bruffador, ii periódico","Possebé, possibé, pos-suibé {Br. 2)possuir. &gt; *pos-suvê (como destruvê) &gt; *pos-subê &gt;■ possebê (por assimil.) &gt; possibê (por dissim.).",possuir,,170.0
1855,Póssia,poːsia,posse,ˈpɔ.sɨ,property,noun,,,,"Póssia, posse. Cfr. péstia.",posse,,170.0
1857,Pouches,pout̠ʃes,troca,ˈtɾɔ.kɐ,exchange,noun,,,,"Pouches, póuchis, troca.— Dtpolilhaf",troca,,170.0
1858,póuchis,poːut̠ʃis,troca,ˈtɾɔ.kɐ,exchange,noun,,,,"Pouches, póuchis, troca.— Dtpolilhaf",troca,,170.0
1861,Povoção,poʋosaːo,povoação,pu.vwɐ.ˈsɐ̃w̃,village,noun,,,,"Povoção, povesan (fórm. mod.), povoação.",povoação,,170.0
1862,povesan,poʋezan,povoação,pu.vwɐ.ˈsɐ̃w̃,village,noun,,,,"Povoção, povesan (fórm. mod.), povoação.",povoação,,170.0
1864,Prandè,pɾandeː,prender,pɾẽ.ˈdeɾ,arrest,verb,,,,Prandè {Br. \). V. prendo.,prendo,,170.0
1865,Pranta,pɾanta,planta,ˈplɐ̃.tɐ,plant,noun,Capeverdean creole,"Old Portuguese, Dialectal Portuguese",,"Pranta, planta. Dial. cab.— Port. arch. e Dialetal Portuguese.",planta,,170.0
1866,Prato,pɾato,preto,ˈpɾe.tu,black,adjective,,,"O Bruffador, i periódico","Prato [Br. i), preto.",preto,,171.0
1867,Prazero,pɾazeɾo,prazer,pɾɐ.ˈzeɾ,pleasure,noun,,,,"Prazero, prazeiro (mais us.), prazer. Gfr. Imndra, poderá.",prazer,,171.0
1868,prazeiro,pɾazeiɾo,prazer,pɾɐ.ˈzeɾ,pleasure,noun,,,,"Prazero, prazeiro (mais us.), prazer. Gfr. Imndra, poderá.",prazer,,171.0
1879,Prendé,pɾendeː,aprender,ɐ.pɾẽ.ˈdeɾ,learn,verb,Diu creole,,,"Prende, prenda, prandé, aprender. Prendo, prenda, instrucção. Prende: dial. divmac, de Mahé.",aprender,,171.0
1880,prendá,pɾendaː,aprender,ɐ.pɾẽ.ˈdeɾ,learn,verb,Diu creole,,,"Prende, prenda, prandé, aprender. Prendo, prenda, instrucção. Prende: dial. divmac, de Mahé.",aprender,,171.0
1881,prandé,pɾandeː,aprender,ɐ.pɾẽ.ˈdeɾ,learn,verb,Diu creole,,,"Prende, prenda, prandé, aprender. Prendo, prenda, instrucção. Prende: dial. divmac, de Mahé.",aprender,,171.0
1882,Prendo,pɾendo,instrução,ĩʃ.tɾu.ˈsɐ̃w̃,instruction,noun,,,,,instrucção,,
1883,prendá,pɾendaː,instrução,ĩʃ.tɾu.ˈsɐ̃w̃,instruction,noun,,,,,instrucção,,
1884,Prénha,pɾeːɲa,grávida,ˈɡɾa.vi.dɐ,pregnant,adjective,,,,"Prenha, prenhe, gravida.",gravida,,171.0
1885,prenhe,pɾeɲe,grávida,ˈɡɾa.vi.dɐ,pregnant,adjective,,,,"Prenha, prenhe, gravida.",gravida,,171.0
1886,Prensa,pɾensa,imprensa,ĩ.ˈpɾẽ.sɐ,press,noun,,,,"Prensa, prenso, imprensa.",imprensa,,171.0
1887,prenso,pɾenso,imprensa,ĩ.ˈpɾẽ.sɐ,press,noun,,,,"Prensa, prenso, imprensa.",imprensa,,171.0
1889,Presa,pɾeza,prender,pɾẽ.ˈdeɾ,seize,verb,,,,"Presa, prender. Presado, preso. Preso, prisão, cárcere. Preso-casa, prisão. — Do adj. preso.",prender,,171.0
1892,Preso-casa,pɾezo kaza,prisão,pɾi.ˈzɐ̃w̃,"prison, jail",noun,,,,,prisão,,
1893,Preséncia,pɾezeːnsia,presença,pɾɨ.ˈzẽ.sɐ,presence,noun,,,,"Presencia, presénci, presença. Gfr. sentencia, justicia; comedi.",presença,,171.0
1894,presènci,pɾezeːnsi,presença,pɾɨ.ˈzẽ.sɐ,presence,noun,,,,"Presencia, presénci, presença. Gfr. sentencia, justicia; comedi.",presença,,171.0
1895,Preso,pɾezo,preço,ˈpɾe.su,price,noun,,Old Portuguese,,"Preso, prezo, preço.—Port. arch.",preço,,171.0
1896,prezo,pɾezo,preço,ˈpɾe.su,price,noun,,Old Portuguese,,"Preso, prezo, preço.—Port. arch.",preço,,171.0
1914,Primeté,pɾimeteː,prometer,pɾu.mɨ.ˈteɾ,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
1915,primité,pɾimiteː,prometer,pɾu.mɨ.ˈteɾ,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
1916,primitá,pɾimitaː,prometer,pɾu.mɨ.ˈteɾ,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
1917,Premitido,pɾemitido,prometido,pɾu.mɨ.ˈti.du,pledged,adjective,,,,,prometido,,
1920,Princézè,pɾinseːzeː,princesa,pɾĩ.ˈse.zɐ,princess,noun,,,,"Princézè, princeza.",princesa,,171.0
1922,Principalidado,pɾinsipalidado,principado,pɾĩ.si.ˈpa.du,principality,noun,,,,"Principalidado (A^. T. de i852), principado.",principado,,171.0
1923,Prinspo,pɾinspo,príncipe,ˈpɾĩ.sɨ.pɨ,prince,noun,,,,"Prinspo, prenspo, principe.",principe,,171.0
1924,prenspo,pɾenspo,príncipe,ˈpɾĩ.sɨ.pɨ,prince,noun,,,,"Prinspo, prenspo, principe.",principe,,171.0
1927,Privilézia,pɾiʋileːzia,privilégio,pɾi.vi.ˈlɛ.ʒju,privilege,noun,,,,"Privilézia, privilézè, privilegio. Gfr. relé^è.",privilégio,,171.0
1928,privilézè,pɾiʋileːzeː,privilégio,pɾi.vi.ˈlɛ.ʒju,privilege,noun,,,,"Privilézia, privilézè, privilegio. Gfr. relé^è.",privilégio,,171.0
1931,Professão,pɾofesaːo,profissão,pɾu.fi.ˈsɐ̃w̃,job,noun,,,,"Professão, profissão. — De professa. Gfr. confessão.",profissão,,171.0
1932,Profundura,pɾofunduɾa,profundidade,pɾu.fũ.di.ˈda.dɨ,depth,noun,,,,"Profundura, profundidade. Civ. fundura.",profundidade,,171.0
1933,Propheciá,pɾofesiaː,profetizar,pɾu.fɨ.ti.ˈzaɾ,prophesy,verb,,,,"Prophecià, prophetizar (t. us.). — De prophecià.",profetizar,,171.0
1934,Propheto,pɾofeto,profeta,pɾu.ˈfɛ.tɐ,prophet,noun,,,,"Propheto, propheta. Gfr. psalmisto, evangelista.",propheta,,171.0
1935,Própi,pɾoːpi,próprio,ˈpɾɔ.pɾju,own,adjective,Macao creole,"Diu creole, Daman creole",,"Própi, próprio (mais us.). Dial. mac. Dial. nort. prop. Dial. açor. propio.",próprio,,171.0
1938,Prósimo,pɾoːzimo,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1939,prózimo,pɾoːzimo,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1940,prosmo,pɾozmo,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1941,prósmi,pɾoːzmi,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1944,Provéita,pɾoʋeːjta,proveito,pɾu.ˈvɐj.tu,profit,noun,,,,"Provéita, proveito (t. us.). Proveitá, pruveitá, aproveitar. Proveitação, aproveitamento, proveito. Proveitá: dial. mac.",proveito,,172.0
1945,Proveitá,pɾoʋeitaː,aproveitar,ɐ.pɾu.vɐj.ˈtaɾ,avail,verb,Macao creole,,,,aproveitar,,
1946,pruveitá,pɾuʋeitaː,aproveitar,ɐ.pɾu.vɐj.ˈtaɾ,avail,verb,Macao creole,,,,aproveitar,,
1948,Pruffia,pɾufia,porfia,puɾ.ˈfi.ɐ,strife,noun,,,,"Pruffia, profia (ant.), porfia. Pruffiá, porfiar, disputar. Pruffiador, porfiador.",porfia,,172.0
1949,profia,pɾofia,porfia,puɾ.ˈfi.ɐ,strife,noun,,,,"Pruffia, profia (ant.), porfia. Pruffiá, porfiar, disputar. Pruffiador, porfiador.",porfia,,172.0
1952,Prugunta,pɾugunta,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,"Old Portuguese, Dialetal Portuguese Alentejo","O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1953,prunta,pɾunta,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1954,pruntè,pɾunteː,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1955,prunto,pɾunto,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1958,Pruvá,pɾuʋaː,provar,pɾu.ˈvaɾ,prove,verb,,,,"Pruvá, prouvà (p. us.), provar.",provar,pouco usado,172.0
1959,prouvá,pɾouʋaː,provar,pɾu.ˈvaɾ,prove,verb,,,,"Pruvá, prouvà (p. us.), provar.",provar,pouco usado,172.0
1961,Puçá,pusaː,puxar,pu.ˈʃaɾ,pull,verb,Macao creole,,,"Puçá, pusá, puchar; attra-hir. Dial. mac.",puxar,,172.0
1962,pusá,puzaː,puxar,pu.ˈʃaɾ,pull,verb,Macao creole,,,"Puçá, pusá, puchar; attra-hir. Dial. mac.",puxar,,172.0
1968,Quadrilla,kuadɾila,quadrilha,kwɐ.ˈdɾi.ʎɐ,gang,noun,,,,"Quadrilla, quadrilha.",quadrilha,,172.0
1969,Quártrimo,kuaːɾtɾimo,quarto,ˈkwaɾ.tu,bedroom,noun,,,"O Bruffador, ii periódico","Quártrimo {Br. 2), quarto.",quarto,,172.0
1970,Quátor,kuaːtoɾ,quatro,ˈkwa.tɾu,four,numeral,,,,"Quàtor, quatro (t. us.).",quatro,,172.0
1981,Quem,kem,quem,ˈkɐ̃j̃,who,pronoun,,,,"Quem, quem; que (pessoa). Quem su, cujo.",quem,,172.0
1985,Quemadura,kemaduɾa,queimadura,kɐj.mɐ.ˈdu.ɾɐ,burn,noun,,,,,queimadura,,
1987,Quenhão,keɲaːo,quinhão,ki.ˈɲɐ̃w̃,share,noun,Cochin creole,,,"Quenhão, quinba, quinhão (t. us.). Dial. coch. quinho. Dial. div. quião.",quinhão,,172.0
1988,quinha,kiɲa,quinhão,ki.ˈɲɐ̃w̃,share,noun,Cochin creole,,,"Quenhão, quinba, quinhão (t. us.). Dial. coch. quinho. Dial. div. quião.",quinhão,,172.0
1991,Querré,kereː,querer,kɨ.ˈɾeɾ,want,verb,,,,"Querré, querer. T. quer. Querrendo, voluntário. Que-rendomente, querandomen-te, voluntariamente. Quizer, o que se quizer {subs.: alhum quiser). Querer, queria, quer-ria, volição, vontade. De querer, por querer, voluntariamente. Querioso, desejoso, ávido.",querer,,172.0
1993,Querendomente,keɾendomente,voluntariamente,vu.lũ.ta.ɾjɐ.ˈmẽ.tɨ,voluntarily,noun,,,,,voluntariamente,,
1994,querandomente,keɾandomente,voluntariamente,vu.lũ.ta.ɾjɐ.ˈmẽ.tɨ,voluntarily,noun,,,,,voluntariamente,,
1996,Querer,keɾeɾ,querer,kɨ.ˈɾeɾ,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
1997,queria,keɾia,querer,kɨ.ˈɾeɾ,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
1998,querria,keria,querer,kɨ.ˈɾeɾ,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
2003,Quessador,kesadoɾ,acusador,ɐ.ku.zɐ.ˈdoɾ,accuser,adjective,,,,,acusador,,
2004,Quetanto,ketanto,quanto,ˈkwɐ̃.tu,how much,adverb,,,,"Qnetanto, qutanto (p. us.), quanto.",quanto,pouco usado,173.0
2005,qutanto,kutanto,quanto,ˈkwɐ̃.tu,how much,adverb,,,,"Qnetanto, qutanto (p. us.), quanto.",quanto,pouco usado,173.0
2010,Quorenta,kuoɾenta,quarenta,kwɐ.ˈɾẽ.tɐ,forty,numeral,,Minho,,"Quorenta, quarenta. No Minho : corenta.",quarenta,,173.0
2022,Rancá,rankaː,arrancar,ɐ.Rɐ̃.ˈkaɾ,rip out,verb,Macao creole,,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.",arrancar,pouco usado,173.0
2023,ranchá,rant̠ʃaː,arrancar,ɐ.Rɐ̃.ˈkaɾ,rip out,verb,Macao creole,,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.",arrancar,pouco usado,173.0
2026,Rastá,rastaː,arrastar,ɐ.Rɐʃ.ˈtaɾ,drag,verb,,,,"Rastà, arrastar.",arrastar,,173.0
2030,Rebeldo,rebeldo,rebelde,Rɨ.ˈbɛɫ.dɨ,rebel,adjective,,,,"Rebeldo, rebelde. Cfr. res-tanto. bastanto.",rebelde,,173.0
2032,Rebelloso,rebelozo,rebelde,Rɨ.ˈbɛɫ.dɨ,rebel,adjective,,,,"Rebelloso, rebelde. Cfr. im-pioso.",rebelde,,173.0
2034,Recia,resia,receio,Rɨ.ˈsɐj.u,fear,noun,,,,"Recia, receio. Recià, recear.",receio,,173.0
